OBJECTID,Join_Count,TARGET_FID,PARCELID,SITEADDRES,OWNERNME1,AGENCY,TOT_APPR,LOWPARCELID,BUILDING,UNIT,STATEDAREA,LGLSTARTDT,CVTTXCD,CVTTXDSCRP,SCHLTXCD,SCHLDSCRP,USECD,USEDSCRP,NGHBRHDCD,CLASSDSCRP,CLASSCD,LIVUNITS,SITEADDRESS,SITECITY,SITESTATE,SITEZIP,PRPRTYDSCRP,CNVYNAME,OWNERNME2,PSTLADDRESS,PSTLADDRESS2,PSTLCITY,PSTLSTATE,PSTLZIP5,PSTLZIP4,FLOORCOUNT,BLDGAREA,RESFLRAREA,RESYRBLT,RESSTRTYP,STRCLASS,CLASSMOD,LNDVALUE,IMPR_APPR,LANDASSESS,IMPRASSESS,LANDAPPR,PRVASSDVAL,CNTASSDVAL,ASSDVALYRCG,ASSDPCNTCG,PRVTXBLVAL,CNTTXBLVAL,TXBLVALYRCHG,TXBLPCNTCHG,PRVWNTTXOD,PRVSMRTXOD,TOTPRVTXTOD,CNTWNTTXOD,CNTSMRTXOD,TOTCNTTXOD,TXODYRCHG,TXODPCNTCHG,WATERSERV,SEWERSERV,LASTUPDATE,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,ORDNAME,ORDLINK,ORDSTATUS,LOWPARCELI,SUBAGENCY,Censustrac,BLKGROUP,BLOCK,NSA,NEIGHBORHO,NPU,COUNCILDIS,OTHERID,STATUS,POTENTIAL_,COMMITTEDT,COMMENTS,Zoningcate,ZONING,ZONINGOVER,INCLUSIONA,ACRES,FLD_ZONE,NOFLD_PERC,NOFLD_AREA,Brownfield,Brownfie_1,Slope_C5_A,Slope_C5_P,ELEM_TOTFR,Park_Dist,Close_Park,Is_Atl_Par,Train_Dist,STATION,Bus_Dist,stop_name,LILATracts,TAD_desc,CID_NAME,GrowthType,CDBGZONEDE,Urb_Displ_,Tree_Can,OppZone_Fe,OppZone_St,OppZ_State,TAX_LIEN_V,HH_Med_Est,HIST_DSTRC,HIST_SITEN,HIST_SITE_,Shape__Are,Shape__Len,PARCELID_A,Viable_Spo,LANDUSECOD,LANDUSEDES,Intersect_,Prop,Vacancy_Fl,Fulton_LUC,Fulton_LU,ClassCode,APSExcess,Active_Park,Active_APS,Greenway,ZONING_CLASSIFICATION,PERCENTAGE,CONCAT,ZONINGCODE,Shape__Area,Shape__Length
38,2,38,17 010000030166,300 RUMSON RD NE,CITY OF ATLANTA,City of Atlanta,503700,17 01000003016, , ,,,,,,,,Fulton,,,,0,300 RUMSON RD NE,ATLANTA,GA,30305,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,346400,157300,138560,62920,346400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,5200.64453125,297.956001024143
39,4,39,17 0102  LL0259,0 KINSEY CT NE # REAR,CITY OF ATLANTA,City of Atlanta,48900,17 0102  LL025,#,REAR,,,,,,,,Fulton,,,,0,0 KINSEY CT NE # REAR,ATLANTA,GA,30305,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,48900,0,19560,0,48900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,11402.04296875,529.794486371048
40,1,40,17 0154  LL0231,0 NORTHSIDE DR NW,CITY OF ATLANTA,City of Atlanta,72000,17 0154  LL023, , ,,,,,,,,Fulton,,,,0,0 NORTHSIDE DR NW,ATLANTA,GA,30305,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,72000,0,28800,0,72000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-3A,85,"R-3 = 15.0%,R-3A = 85.0%",Single Family Residential,3.4140625,36.1147344409071
41,8,41,17 015700010020,647 MOORES MILL RD NW,CITY OF ATLANTA,City of Atlanta,1147500,17 01570001002, , ,,,,,,,,Fulton,,,,0,647 MOORES MILL RD NW,ATLANTA,GA,30327,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,1147500,0,459000,0,1147500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-3,100,R-3 = 100.0%,Single Family Residential,28344.27734375,728.01614546365
42,3,42,17 0145  LL0019,2205 NORTHSIDE DR NW,CITY OF ATLANTA,City of Atlanta,41854000,17 0145  LL001, , ,,,,,,,,Fulton,,,,0,2205 NORTHSIDE DR NW,ATLANTA,GA,30305,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,36826700,5027300,14730680,2010920,36826700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RG-3,32,"R-2A = 68.0%,R-3 = 0.0%,RG-3 = 32.0%",Single Family Residential,828809.3359375,4063.67466998041
43,2,43,17 006000080649,0 PHARR RD NE,CITY OF ATLANTA,City of Atlanta,2326500,17 00600008064, , ,,,,,,,,Fulton,,,,0,0 PHARR RD NE,ATLANTA,GA,30305,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,2250000,76500,900000,30600,2250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-9 SA3,100,SPI-9 SA3 = 100.0%,Special Public Interest,2424.0859375,208.976369363723
44,5,44,17 006000080813,0 NORTH DECATUR RD NE,CITY OF ATLANTA,City of Atlanta,550200,17 00600008081, , ,,,,,,,,Fulton,,,,0,0 NORTH DECATUR RD NE,ATLANTA,GA,30305,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,550200,0,220080,0,550200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-LC-C,100,R-LC-C = 100.0%,Single Family Residential,26311.87890625,871.953782458275
45,2,45,17 014600060193,0 ARDMORE REAR RD,CITY OF ATLANTA,City of Atlanta,262500,17 01460006019, , ,,,,,,,,Fulton,,,,0,0 ARDMORE REAR RD,ATLANTA,GA,30309,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,262500,0,105000,0,262500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RG-3,100,RG-3 = 100.0%,Single Family Residential,36272.8203125,852.996031572193
46,7,46,17 006000080102,0 NORTH DECATUR RD NE,CITY OF ATLANTA,City of Atlanta,3367300,17 00600008010, , ,,,,,,,,Fulton,,,,0,0 NORTH DECATUR RD NE,ATLANTA,GA,30305,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,3367300,0,1346920,0,3367300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,7368.78515625,463.542272579788
47,9,47,17 0146  LL0034,0 COLLIER RD NW,CITY OF ATLANTA,City of Atlanta,120800,17 0146  LL003, , ,,,,,,,,Fulton,,,,0,0 COLLIER RD NW,ATLANTA,GA,30309,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,120800,0,48320,0,120800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,113112.59375,3083.6918188848
48,3,48,17 000400050179,0 ROBIN LN NE,CITY OF ATLANTA,City of Atlanta,217800,17 00040005017, , ,,,,,,,,Fulton,,,,1,0 ROBIN LN NE,ATLANTA,GA,30306,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,217800,0,87120,0,217800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-3,100,R-3 = 100.0%,Single Family Residential,6067.59765625,658.70505176535
49,1,49,17 000200010019,0 NORTH MORNINGSIDE DR,CITY OF ATLANTA,City of Atlanta,104400,17 00020001001, , ,,,,,,,,Fulton,,,,0,0 NORTH MORNINGSIDE DR,ATLANTA,GA,30306,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,104400,0,41760,0,104400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,633.0390625,176.675047952738
50,1,50,17 000300070178,0 EAST ROCK SPRINGS RD,CITY OF ATLANTA,City of Atlanta,441600,17 00030007017, , ,,,,,,,,Fulton,,,,0,0 EAST ROCK SPRINGS RD,ATLANTA,GA,30306,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,440400,1200,176160,480,440400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,5397.5546875,307.955368710916
51,2,51,17 000100040710,0 NORTH HIGHLAND AVE,CITY OF ATLANTA,City of Atlanta,472500,17 00010004071, , ,,,,,,,,Fulton,,,,0,0 NORTH HIGHLAND AVE,ATLANTA,GA,30306,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,222500,250000,89000,100000,222500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1403.5703125,185.855423927768
52,16,52,17 0004  LL0340,0 WOODCLIFF TER NE,CITY OF ATLANTA,City of Atlanta,536500,17 0004  LL034, , ,,,,,,,,Fulton,,,,0,0 WOODCLIFF TER NE,ATLANTA,GA,30324,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,536500,0,214600,0,536500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-3,100,R-3 = 100.0%,Single Family Residential,73701.6953125,1416.20333137395
53,1,53,17 000300070160,0 BERKSHIRE RD NE,CITY OF ATLANTA,City of Atlanta,588000,17 00030007016, , ,,,,,,,,Fulton,,,,0,0 BERKSHIRE RD NE,ATLANTA,GA,30306,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,588000,0,235200,0,588000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-3,100,R-3 = 100.0%,Single Family Residential,17375.75390625,618.886593827122
54,1,54,17 000900070016,3552 ROCKHAVEN CIR NE,CITY OF ATLANTA,City of Atlanta,452000,17 00090007001, , ,,,,,,,,Fulton,,,,1,3552 ROCKHAVEN CIR NE,ATLANTA,GA,30324,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,196800,255200,78720,102080,196800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-3,100,R-3 = 100.0%,Single Family Residential,2254.45703125,206.782512037258
55,6,55,17 005000020399,2061 LIDDELL DR NE # REAR,CITY OF ATLANTA,City of Atlanta,3737300,17 00500002039,#,REAR,,,,,,,,Fulton,,,,0,2061 LIDDELL DR NE # REAR,ATLANTA,GA,30324,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,3487300,250000,1394920,100000,3487300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC-5,100,NC-5 = 100.0%,Neighborhood Commercial District,23620.0703125,712.289891648991
56,2,56,17 005100050668,0 NORTH PELHAM RD NE # R,CITY OF ATLANTA,City of Atlanta,202600,17 00510005066,#,R,,,,,,,,Fulton,,,,0,0 NORTH PELHAM RD NE # R,ATLANTA,GA,30324,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,202600,0,81040,0,202600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,131.75,64.8767167732224
57,10,57,17 0049  LL0677,0 ARMAND RD NE # REAR,CITY OF ATLANTA,City of Atlanta,45100,17 0049  LL067,#,REAR,,,,,,,,Fulton,,,,0,0 ARMAND RD NE # REAR,ATLANTA,GA,30324,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,45100,0,18040,0,45100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,5744.796875,618.07514464195
58,2,58,17 004900070133,2183 ARMAND RD NE,CITY OF ATLANTA,City of Atlanta,401500,17 00490007013, , ,,,,,,,,Fulton,,,,1,2183 ARMAND RD NE,ATLANTA,GA,30324,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,130800,270700,52320,108280,130800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,2528.49609375,216.543613326107
59,3,59,17 005000020092,1930 CHESHIRE BRIDGE RD,CITY OF ATLANTA,City of Atlanta,382100,17 00500002009, , ,,,,,,,,Fulton,,,,0,1930 CHESHIRE BRIDGE RD,ATLANTA,GA,30324,,,,68 MITCHELL ST,,ATLANTA,GA,30303,,,,,,,,,382100,0,152840,0,382100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC-5,100,NC-5 = 100.0%,Neighborhood Commercial District,2238.78515625,234.21344324157
60,2,60,17 005500050052,1502 MONROE DR NE,CITY OF ATLANTA,City of Atlanta,158800,17 00550005005, , ,,,,,,,,Fulton,,,,0,1502 MONROE DR NE,ATLANTA,GA,30324,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,158800,0,63520,0,158800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1014.109375,141.559421296448
61,49,61,17 004900050176,0 EXPRESSWAY NE,CITY OF ATLANTA,City of Atlanta,31500,17 00490005017, , ,,,,,,,,Fulton,,,,0,0 EXPRESSWAY NE,ATLANTA,GA,30324,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,31500,0,12600,0,31500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,2658.35546875,265.94404713556
62,3,62,17 005100080814,0 CUMBERLAND RD NE,CITY OF ATLANTA,City of Atlanta,295500,17 00510008081, , ,,,,,,,,Fulton,,,,0,0 CUMBERLAND RD NE,ATLANTA,GA,30306,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,295500,0,118200,0,295500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,15724.34375,582.742535028299
63,1,63,17 0053  LL0019,0 ELKMONT DR NE,CITY OF ATLANTA,City of Atlanta,5078700,17 0053  LL001, , ,,,,,,,,Fulton,,,,0,0 ELKMONT DR NE,ATLANTA,GA,30306,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,5078700,0,2031480,0,5078700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,36773.9375,1262.00910329338
64,1,64,17 005300090274,0 VIRGINIA AVE NE,CITY OF ATLANTA,City of Atlanta,567200,17 00530009027, , ,,,,,,,,Fulton,,,,0,0 VIRGINIA AVE NE,ATLANTA,GA,30306,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,567200,0,226880,0,567200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,6772.0625,340.525340692884
65,1,65,17 005500060531,0 DUTCH VALLEY RD NE,CITY OF ATLANTA,City of Atlanta,302400,17 00550006053, , ,,,,,,,,Fulton,,,,0,0 DUTCH VALLEY RD NE,ATLANTA,GA,30306,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,302400,0,120960,0,302400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1903.625,185.501366851581
66,2,66,17 005500070027,0 MONROE DR NE,CITY OF ATLANTA,City of Atlanta,298800,17 00550007002, , ,,,,,,,,Fulton,,,,0,0 MONROE DR NE,ATLANTA,GA,30306,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,298800,0,119520,0,298800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1136.18359375,159.870943838519
67,1,67,17 0055  LL0181,0 EAST PARK LN NE,CITY OF ATLANTA,City of Atlanta,22338000,17 0055  LL018, , ,,,,,,,,Fulton,,,,0,0 EAST PARK LN NE,ATLANTA,GA,30309,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,22338000,0,8935200,0,22338000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,28955.15625,874.370145291246
68,2,68,17 005500070332,1290 EVELYN ST NE,CITY OF ATLANTA,City of Atlanta,908000,17 00550007033, , ,,,,,,,,Fulton,,,,0,1290 EVELYN ST NE,ATLANTA,GA,30306,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,886200,21800,354480,8720,886200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,"C-1 = 0.0%,R-4 = 100.0%",Single Family Residential,4718.94140625,347.142723754238
69,1,69,17 005500070324,0 EVELYN ST NE,CITY OF ATLANTA,City of Atlanta,1497000,17 00550007032, , ,,,,,,,,Fulton,,,,0,0 EVELYN ST NE,ATLANTA,GA,30306,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,1497000,0,598800,0,1497000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,9530.12890625,428.511106350259
70,4,70,17 005500070035,1314 MONROE DR NE,CITY OF ATLANTA,City of Atlanta,459000,17 00550007003, , ,,,,,,,,Fulton,,,,1,1314 MONROE DR NE,ATLANTA,GA,30306,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,366200,92800,146480,37120,366200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1449.86328125,167.751358430291
71,2,71,17 005000070030,0 WELLBOURNE DR NE,CITY OF ATLANTA,City of Atlanta,614800,17 00500007003, , ,,,,,,,,Fulton,,,,0,0 WELLBOURNE DR NE,ATLANTA,GA,30324,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,614800,0,245920,0,614800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-3,100,R-3 = 100.0%,Single Family Residential,7820.66796875,431.906255572289
72,1,72,17 005600130184,0 MADDOX DR NE,CITY OF ATLANTA,City of Atlanta,140000,17 00560013018, , ,,,,,,,,Fulton,,,,0,0 MADDOX DR NE,ATLANTA,GA,30309,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,140000,0,56000,0,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,448.4765625,167.538063678089
73,5,73,17 005100050429,0 MORNINGSIDE DR NE # R,CITY OF ATLANTA,City of Atlanta,205700,17 00510005042,#,R,,,,,,,,Fulton,,,,0,0 MORNINGSIDE DR NE # R,ATLANTA,GA,30324,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,205700,0,82280,0,205700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,214.97265625,60.9332650288786
74,5,74,17 005100050411,0 NORTH MORNINGSIDE DR,CITY OF ATLANTA,City of Atlanta,396700,17 00510005041, , ,,,,,,,,Fulton,,,,0,0 NORTH MORNINGSIDE DR,ATLANTA,GA,30324,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,262900,133800,105160,53520,262900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1411.7734375,178.188190445925
75,3,75,17 005700080578,1950 MONROE DR NE,CITY OF ATLANTA,City of Atlanta,1845800,17 00570008057, , ,,,,,,,,Fulton,,,,0,1950 MONROE DR NE,ATLANTA,GA,30324,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,1692800,153000,677120,61200,1692800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRC-2-C,100,MRC-2-C = 100.0%,Multi-Family Residential,4887.2265625,302.961792978822
76,1,76,17 005300140285,0 VIRGINIA AVE NE,CITY OF ATLANTA,City of Atlanta,1319500,17 00530014028, , ,,,,,,,,Fulton,,,,1,0 VIRGINIA AVE NE,ATLANTA,GA,30306,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,707800,611700,283120,244680,707800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,9112.3984375,418.544599966149
77,3,77,17 005500060408,586 WORCHESTER DR NE,CITY OF ATLANTA,City of Atlanta,878400,17 00550006040, , ,,,,,,,,Fulton,,,,0,586 WORCHESTER DR NE,ATLANTA,GA,30306,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,650900,227500,260360,91000,650900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,"C-1 = 0.0%,R-4 = 100.0%",Single Family Residential,3177.21875,248.67281662468
78,3,78,17 005500050045,1506 MONROE DR NE,CITY OF ATLANTA,City of Atlanta,158800,17 00550005004, , ,,,,,,,,Fulton,,,,0,1506 MONROE DR NE,ATLANTA,GA,30324,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,158800,0,63520,0,158800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1229.90625,150.320632313898
79,2,79,17 010500090058,0 LOMBARDY WAY NE,CITY OF ATLANTA,City of Atlanta,266000,17 01050009005, , ,,,,,,,,Fulton,,,,0,0 LOMBARDY WAY NE,ATLANTA,GA,30309,,,,68 MITCHELL ST SW STE 1350,,ATLANTA,GA,30303,,,,,,,,,266000,0,106400,0,266000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPI-16 SA1,100,SPI-16 SA1 = 100.0%,Special Public Interest,560.3125,96.1636352874422
