Address,ZoningCode,Latitude,Longitude,MaxSolarPanels,MaxSolarAreaM2,SunshineHoursPerYear,InstallationCost,AnnualEnergyProductionKWh,AnnualSavings,PaybackPeriodYears
0 FAIRBURN RD SW,Single Family Residential,33.7587783,-84.505142,87,170.82927,1542.5106,26100,10864.56,1412.3928,18.479278568964666
0 DANNER ST SE,Single Family Residential,33.7218275,-84.3520566,48,94.25063,1413.2266,14400,5994.24,779.2512,18.479278568964666
339 SIMON ST SE,Single Family Residential,33.654713,-84.3793759,9,17.671993,1203.5282,2700,1123.92,146.1096,18.479278568964666
0 CASCADE AVE SW,Single Family Residential,33.7301491,-84.4405023,20,39.271095,1051.4519,6000,2497.6,324.688,18.47927856896467
373 CLIMAX ST SE,Single Family Residential,33.720763,-84.375919,19,37.30754,1017.2878,5700,2372.72,308.4536,18.479278568964666
"0 ARIZONA AVENUE ATLANTA, GA 30307",Single Family Residential,33.760792,-84.331159,40,78.54219,1659.7502,12000,4995.2,649.376,18.47927856896467
0 ANTHONY ST NW,Single Family Residential,41.8400572,-71.051818,50,98.17774,1513.9237,15000,6244,811.72,18.479278568964666
167 ORMOND ST SE,Single Family Residential,33.7313516,-84.3825595,82,161.0115,1635.8107,24600,10240.16,1331.2208,18.479278568964666
219 ATLANTA AVE SE,Single Family Residential,33.7301871,-84.3806736,19,37.30754,1014.17975,5700,2372.72,308.4536,18.479278568964666
0 PENELOPE ST NW,Single Family Residential,33.7529205,-84.4534254,37,72.65153,1380.0503,11100,4620.56,600.6728,18.479278568964666
202 ATLANTA AVE SE,Single Family Residential,33.7306758,-84.38118460000001,64,125.66751,1288.4583,19200,7992.32,1039.0016,18.479278568964666
0 FAIRBURN RD SW,Multi-Family Residential,33.7587783,-84.505142,87,170.82927,1542.5106,26100,10864.56,1412.3928,18.479278568964666
0 BASS ST SE,Single Family Residential,33.7356115,-84.3879079,86,168.86572,1473.848,25800,10739.68,1396.1584,18.479278568964666
0 BASS ST SE,Single Family Residential,33.7356115,-84.3879079,86,168.86572,1473.848,25800,10739.68,1396.1584,18.479278568964666
0 RICKENBACKER WAY NE,Single Family Residential,33.8709946,-84.3774793,46,90.323524,1177.923,13800,5744.48,746.7823999999999,18.47927856896467
2001 WILDWOOD RD NE,Single Family Residential,33.803083,-84.35108369999999,58,113.886185,1534.2255,17400,7243.04,941.5952,18.479278568964666
380 ATKINSON DR SE,Single Family Residential,33.654086,-84.378032,56,109.959076,1404.6404,16800,6993.28,909.1264,18.479278568964666
0 SIMON ST SE,Single Family Residential,47.404887,-120.2884663,302,592.9936,1553.9832,90600,37713.76,4902.7888,18.479278568964666
0 ARCADIA CIR NW,Single Family Residential,33.757156,-84.428596,7,13.7448845,1007.2106,2100,874.16,113.6408,18.479278568964666
0 HAYGOOD AVE SE,Single Family Residential,33.7265832,-84.38804239999999,70,137.44884,1552.209,21000,8741.6,1136.4080000000001,18.479278568964666
0 HANK AARON DR SW,Single Family Residential,33.7304017,-84.3879638,291,571.3945,1557.8098,87300,36340.08,4724.2104,18.479278568964666
2295 MARIETTA RD NW,Single Family Residential,33.8183413,-84.4603556,27,53.01598,1005.1422,8100,3371.76,438.32880000000006,18.479278568964666
0 MOUNT ZION RD SE,Single Family Residential,33.6727355,-84.3886682,254,498.74292,1442.4141,76200,31719.52,4123.537600000001,18.479278568964666
0 PULLIAM ST SW,Single Family Residential,33.737167,-84.3926335,10,19.635548,1660.2762,3000,1248.8,162.344,18.47927856896467
0 FRANK ST SW,Single Family Residential,33.932656,-84.55578919999999,21,41.234653,898.62225,6300,2622.48,340.92240000000004,18.479278568964666
0 LINDEN AVE NE,Single Family Residential,33.7700008,-84.38701619999999,1439,2825.5554,1552.5123,431700,179702.32,23361.301600000003,18.479278568964666
"2617 MEMORIAL DRIVE ATLANTA, GA 30317",Single Family Residential,33.7465028,-84.3012744,16,31.416878,1346.8713,4800,1998.08,259.7504,18.479278568964666
386 DALTON ST SE,Multi-Family Residential,33.7203639,-84.375491,20,39.271095,1366.1135,6000,2497.6,324.688,18.47927856896467
0 CUSTER AVE SE,Single Family Residential,33.7162817,-84.3548497,25,49.08887,1495.0482,7500,3122,405.86,18.479278568964666
0 WATERFORD RD NW,Single Family Residential,33.7690591,-84.484446,47,92.28708,1151.9557,14100,5869.36,763.0168,18.479278568964666
0 ANDERSON AVE SW,Single Family Residential,33.753834,-84.44604,53,104.068405,1542.612,15900,6618.64,860.4232000000001,18.479278568964666
"1814 DIXIE STREET ATLANTA, GA 30317",Single Family Residential,33.7493005,-84.3287004,161,316.13232,1528.0458,48300,20105.68,2613.7384,18.479278568964666
0 MARKONE ST NW,Single Family Residential,33.7698185,-84.4483457,15,29.453323,835.09906,4500,1873.2,243.51600000000002,18.479278568964666
0 ELBERT ST SW,Single Family Residential,33.7283613,-84.4116908,59,115.84974,1543.6962,17700,7367.92,957.8296,18.479278568964666
0 HARGIS ST SE,Single Family Residential,33.6874217,-84.362344,12,23.562658,1237.055,3600,1498.56,194.8128,18.479278568964666
391 GOLFVIEW RD NW,Single Family Residential,33.81250199999999,-84.40052299999999,92,180.64705,1583.3635,27600,11488.96,1493.5647999999999,18.47927856896467
0 CAMPBELLTON RD SW,Multi-Family Residential,33.695262,-84.524129,61,119.77685,1367.3949,18300,7617.68,990.2984,18.479278568964666
0 HYACINTH AVE NW,Single Family Residential,-27.9020381,153.3985803,47,92.28708,1903.827,14100,5869.36,763.0168,18.479278568964666
0 LYNHURST DR SW,Single Family Residential,33.7515172,-84.4880153,12,23.562658,1562.8851,3600,1498.56,194.8128,18.479278568964666
3610 RUBY H HARPER BLVD SE,Single Family Residential,33.6555589,-84.380224,9,17.671993,1203.5282,2700,1123.92,146.1096,18.479278568964666
873 NORTH EUGENIA PL NW # 4,Multi-Family Residential,33.77874389999999,-84.4527121,216,424.12784,1637.8378,64800,26974.08,3506.6304000000005,18.479278568964666
544 ANGIER AVE NE,Single Family Residential,33.7667366,-84.36945779999999,135,265.0799,1391.5306,40500,16858.8,2191.644,18.47927856896467
0 GLENWOOD AVE SE,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
3604 RUBY H HARPER BLVD SE,Single Family Residential,33.655668,-84.37993999999999,9,17.671993,1203.5282,2700,1123.92,146.1096,18.479278568964666
3382 DELMAR LN NW,Single Family Residential,33.7564697,-84.4986825,38,74.61508,1047.5397,11400,4745.44,616.9072,18.479278568964666
0 FRANK ST SW,Single Family Residential,33.932656,-84.55578919999999,21,41.234653,898.62225,6300,2622.48,340.92240000000004,18.479278568964666
0 AMI ST SE,Single Family Residential,33.7350453,-84.382351,8,15.708439,1584.2122,2400,999.04,129.8752,18.479278568964666
471 COLLIER RD NW,Single Family Residential,33.8110915,-84.40195899999999,22,43.198208,884.6826,6600,2747.36,357.15680000000003,18.479278568964666
0 MOUNT ZION RD SE,Single Family Residential,33.6727355,-84.3886682,254,498.74292,1442.4141,76200,31719.52,4123.537600000001,18.479278568964666
0 ABNER PL NW,Single Family Residential,33.8019959,-84.4627608,44,86.396416,1264.817,13200,5494.72,714.3136000000001,18.479278568964666
0 THIRKIELD AVE SE,Single Family Residential,33.7145472,-84.3882235,63,123.70396,1524.577,18900,7867.44,1022.7672,18.479278568964666
2566 CHATTAHOOCHEE CIR NW,Single Family Residential,33.827213,-84.45229499999999,50,98.17774,1605.9631,15000,6244,811.72,18.479278568964666
0 WATERFORD RD NW,Single Family Residential,33.7690591,-84.484446,47,92.28708,1151.9557,14100,5869.36,763.0168,18.479278568964666
0 GRANT WAY SE,Multi-Family Residential,51.4867088,-0.3285077,6,11.781329,1023.8929,1800,749.28,97.4064,18.479278568964666
0 SAINT PETERS AVE NW,Single Family Residential,33.7840439,-84.4738697,4,7.8542194,930.8791,1200,499.52,64.9376,18.479278568964666
0 PINE ST NW,Single Family Residential,33.7673456,-84.3874613,1242,2438.735,1593.2916,372600,155100.96,20163.1248,18.479278568964666
"1301 BEECH VALLEY ROAD ATLANTA, GA 30306",Single Family Residential,33.7971288,-84.342702,94,184.57416,1484.0691,28200,11738.72,1526.0336,18.479278568964666
363 FLYNN RD SE,Single Family Residential,43.2864612,-77.7152751,11,21.599104,882.20233,3300,1373.68,178.57840000000002,18.479278568964666
0 COOPER ST SW,Single Family Residential,33.7395298,-84.3970089,63,123.70396,1647.1492,18900,7867.44,1022.7672,18.479278568964666
0 SOUTH OLYMPIAN WAY,Single Family Residential,38.8319732,-104.8507565,117,229.73592,2005.8495,35100,14610.96,1899.4248,18.479278568964666
406 CLIMAX ST SE,Multi-Family Residential,33.721206,-84.3748279,17,33.380432,1414.5527,5100,2122.96,275.9848,18.479278568964666
0 THOMASVILLE BLVD SE,Single Family Residential,33.7021804,-84.3628806,55,107.995514,1411.7891,16500,6868.4,892.8919999999999,18.47927856896467
0 STEWART AVE SW,Multi-Family Residential,40.7915539,-81.4578919,35,68.72442,1316,10500,4370.8,568.2040000000001,18.479278568964666
0 BASS ST SE,Single Family Residential,33.7356115,-84.3879079,86,168.86572,1473.848,25800,10739.68,1396.1584,18.479278568964666
NORTH AVE NE,Single Family Residential,33.7711343,-84.3633702,7,13.7448845,1565.6108,2100,874.16,113.6408,18.479278568964666
943 CAMILLA ST SW,Single Family Residential,33.7506051,-84.4186304,29,56.943092,1318.837,8700,3621.52,470.7976,18.479278568964666
"0 ANNISTON AVENUE ATLANTA, GA 30317",Single Family Residential,33.7508881,-84.33758250000001,37,72.65153,1423.4246,11100,4620.56,600.6728,18.479278568964666
0 CORNELL BLVD SW,Single Family Residential,33.7588149,-84.5187835,52,102.10485,1065.6355,15600,6493.76,844.1888,18.479278568964666
0 MOUNT PARAN RD NW,Single Family Residential,33.8943924,-84.3872087,145,284.71545,1547.0208,43500,18107.6,2353.988,18.47927856896467
135 GEORGIA AVE SE,Single Family Residential,33.736332,-84.38324290000001,12,23.562658,1581.9554,3600,1498.56,194.8128,18.479278568964666
1092 ALLENE AVE SW,Single Family Residential,33.7250885,-84.41344,14,27.489769,1442.9196,4200,1748.32,227.2816,18.479278568964666
0 YONGE ST SE,Single Family Residential,43.9159008,-79.4482628,323,634.2282,1328.9467,96900,40336.24,5243.7112,18.47927856896467
"460 EAST LAKE BOULEVARD ATLANTA, GA 30317",Single Family Residential,33.7597815,-84.30875929999999,128,251.33502,1561.0925,38400,15984.64,2078.0032,18.479278568964666
3114 COLLIER DR NW,Single Family Residential,33.7660667,-84.4909169,2,3.9271097,1289.4634,600,249.76,32.4688,18.479278568964666
0 METROPOLITAN AVE SW,Single Family Residential,40.7182263,-73.9659787,34,66.760864,1438.2545,10200,4245.92,551.9696,18.479278568964666
0 THIRD AVE SW,Single Family Residential,38.8719629,-77.0170181,58,113.886185,1398.3495,17400,7243.04,941.5952,18.479278568964666
0 PRYOR ST SE,Single Family Residential,33.7537175,-84.3888513,645,1266.4929,1570.9048,193500,80547.6,10471.188000000002,18.479278568964663
0 PRYOR RD SW,Single Family Residential,33.7103405,-84.3935093,32,62.833755,1619.4803,9600,3996.16,519.5008,18.479278568964666
609 WOODWARD WAY NW,Single Family Residential,33.820905,-84.407865,54,106.03196,953.9934,16200,6743.52,876.6576000000001,18.479278568964666
157 ORMOND ST SE,Single Family Residential,33.731356,-84.38274799999999,82,161.0115,1635.8107,24600,10240.16,1331.2208,18.479278568964666
749 MC DANIEL ST SW,Multi-Family Residential,33.7346541,-84.4019179,470,922.8708,1577.5498,141000,58693.6,7630.168,18.47927856896467
0 RIDGEWOOD CIR NW,Single Family Residential,33.8321676,-84.4468922,101,198.31905,1145.4086,30300,12612.88,1639.6743999999999,18.47927856896467
126 HILLIARD ST SE,Single Family Residential,33.750998,-84.375874,371,728.4789,1558.4388,111300,46330.48,6022.9624,18.479278568964666
"421 EAST LAKE BOULEVARD ATLANTA, GA 30317",Single Family Residential,33.7594439,-84.3096599,552,1083.8823,1603.8422,165600,68933.76,8961.388799999999,18.47927856896467
0 HANK AARON DR SW,Single Family Residential,33.7304017,-84.3879638,291,571.3945,1557.8098,87300,36340.08,4724.2104,18.479278568964666
"2646 ALSTON DRIVE ATLANTA, GA 30317",Single Family Residential,33.746106,-84.299984,194,380.92966,1577.4681,58200,24226.72,3149.4736000000003,18.479278568964666
865 GRANT TER SE,Single Family Residential,33.730689,-84.38021599999999,52,102.10485,1471.9556,15600,6493.76,844.1888,18.479278568964666
0 LENOX RD NE,Single Family Residential,33.8274389,-84.3546728,48,94.25063,1579.2177,14400,5994.24,779.2512,18.479278568964666
0 GAULT ST SE,Single Family Residential,33.716327,-84.3723388,77,151.19373,1487.2523,23100,9615.76,1250.0488,18.479278568964666
0 GAULT ST SE,Single Family Residential,33.716327,-84.3723388,77,151.19373,1487.2523,23100,9615.76,1250.0488,18.479278568964666
0 ABNER PL NW,Single Family Residential,33.8019959,-84.4627608,44,86.396416,1264.817,13200,5494.72,714.3136000000001,18.479278568964666
0 PEARCE ST SW,Single Family Residential,33.7295561,-84.4104379,34,66.760864,1225.9827,10200,4245.92,551.9696,18.479278568964666
0 LYNHURST DR SW REAR,Single Family Residential,33.7515172,-84.4880153,12,23.562658,1562.8851,3600,1498.56,194.8128,18.479278568964666
0 STONE RD SW,Single Family Residential,33.6769088,-84.5047699,59,115.84974,1331.684,17700,7367.92,957.8296,18.479278568964666
0 LAKEWOOD AVE SW # EXT,Multi-Family Residential,33.69723,-84.4114496,47,92.28708,1599.2947,14100,5869.36,763.0168,18.479278568964666
0 LELAND TER NE,Single Family Residential,33.7623326,-84.3135292,68,133.52173,1567.0205,20400,8491.84,1103.9392,18.479278568964666
0 CHATHAM WAY NW,Single Family Residential,41.5281893,-81.43878,31,60.8702,1405.432,9300,3871.28,503.26640000000003,18.479278568964666
966 NEPTUNE PL NW,Single Family Residential,33.780088,-84.50698299999999,18,35.343987,1431.0778,5400,2247.84,292.2192,18.479278568964666
295 OAKDALE RD NE,Single Family Residential,33.762383,-84.34149599999999,54,106.03196,1200.4128,16200,6743.52,876.6576000000001,18.479278568964666
944 MERCURY DR NW,Single Family Residential,33.780062,-84.50866099999999,14,27.489769,1320.5872,4200,1748.32,227.2816,18.479278568964666
0 ROCKYFORD RD NE,Single Family Residential,33.7511261,-84.3161877,55,107.995514,1391.539,16500,6868.4,892.8919999999999,18.47927856896467
1355 LEE ST SW,Multi-Family Residential,33.7177514,-84.42563,209,410.38297,1552.279,62700,26099.92,3392.9896,18.47927856896467
0 MERCURY DR NW,Single Family Residential,33.7781896,-84.5089833,27,53.01598,907.48553,8100,3371.76,438.32880000000006,18.479278568964666
0 BERNARD ST NW,Single Family Residential,33.7554445,-84.4314459,42,82.46931,1355.057,12600,5244.96,681.8448000000001,18.479278568964666
1104 MERCURY DR NW,Single Family Residential,33.7798299,-84.505865,24,47.125317,1391.3514,7200,2997.12,389.6256,18.479278568964666
950 BOLTON RD 5-8,Single Family Residential,33.7812668,-84.4986006,137,269.00702,1665.6459,41100,17108.56,2224.1128000000003,18.479278568964666
2020 ALISON CT SW,Multi-Family Residential,33.7001025,-84.4538778,183,359.33054,1542.126,54900,22853.04,2970.8952000000004,18.479278568964666
973 NEPTUNE PL NW,Single Family Residential,33.780563,-84.506562,18,35.343987,1431.0778,5400,2247.84,292.2192,18.479278568964666
0 SEABOARD AVE NE,Single Family Residential,35.7888144,-78.6385962,315,618.5198,1603.3877,94500,39337.2,5113.836,18.479278568964666
1020 BOLTON RD NW A 3,Single Family Residential,33.7836515,-84.4982725,50,98.17774,1549.5763,15000,6244,811.72,18.479278568964666
1851 JONESBORO RD SE,Single Family Residential,33.7034908,-84.3777994,106,208.13681,1529.6433,31800,13237.28,1720.8464000000001,18.479278568964666
0 HARDEE ST NE,Single Family Residential,33.7554087,-84.3438819,25,49.08887,1249.1865,7500,3122,405.86,18.479278568964666
1264 DONALD LEE HOLLOWELL PKWY NW,Multi-Family Residential,33.771559,-84.429003,28,54.979538,1536.6573,8400,3496.64,454.5632,18.479278568964666
79 MILTON AVE SE,Multi-Family Residential,33.7232732,-84.3856644,350,687.2442,1611.1454,105000,43708,5682.04,18.479278568964666
0 HARDEE ST NE,Single Family Residential,33.7554087,-84.3438819,25,49.08887,1249.1865,7500,3122,405.86,18.479278568964666
0 LEE PL SW,Multi-Family Residential,33.629925,-84.5266514,65,127.631065,1444.2712,19500,8117.2,1055.236,18.479278568964666
1351 LEE ST SW,Multi-Family Residential,33.7177598,-84.425628,209,410.38297,1552.279,62700,26099.92,3392.9896,18.47927856896467
0 DEKALB AVE NE,Single Family Residential,40.6899907,-73.98265970000001,150,294.53323,1390.2689,45000,18732,2435.1600000000003,18.479278568964666
0 LEE PL SW,Multi-Family Residential,33.629925,-84.5266514,65,127.631065,1444.2712,19500,8117.2,1055.236,18.479278568964666
0 MERCURY DR NW,Single Family Residential,33.7781896,-84.5089833,27,53.01598,907.48553,8100,3371.76,438.32880000000006,18.479278568964666
947 NEPTUNE PL NW,Single Family Residential,33.779775,-84.506179,45,88.35997,1241.3969,13500,5619.6,730.5480000000001,18.479278568964666
1020 BOLTON RD NW A 7,Single Family Residential,33.7836996,-84.4990378,161,316.13232,1577.931,48300,20105.68,2613.7384,18.479278568964666
2031 ALISON CT SW,Multi-Family Residential,33.701184,-84.454785,150,294.53323,1657.7448,45000,18732,2435.1600000000003,18.479278568964666
0 CAMP CREEK PKWY SW,Single Family Residential,33.7299297,-84.57546719999999,301,591.03,1592.6687,90300,37588.88,4886.5544,18.479278568964666
0 ROCKMART DR NW,Single Family Residential,33.7549496,-84.4293953,7,13.7448845,1162.0603,2100,874.16,113.6408,18.479278568964666
0 VAN BUREN ST SW,Multi-Family Residential,33.9234117,-78.3598427,17,33.380432,1640.8334,5100,2122.96,275.9848,18.479278568964666
0 CAMPBELLTON RD SW,Multi-Family Residential,33.695262,-84.524129,61,119.77685,1367.3949,18300,7617.68,990.2984,18.479278568964666
0 EDWIN PL NW,Single Family Residential,33.7767553,-84.44946399999999,73,143.33951,1283.0521,21900,9116.24,1185.1112,18.479278568964666
1081 MERCURY DR NW,Single Family Residential,33.780496,-84.5060309,24,47.125317,1391.3514,7200,2997.12,389.6256,18.479278568964666
0 GEORGIA AVE SE,Multi-Family Residential,33.7368504,-84.3878812,13,25.526213,1490.5769,3900,1623.44,211.0472,18.479278568964666
0 LAKEWOOD AVE SW # EXT,Single Family Residential,33.69723,-84.4114496,47,92.28708,1599.2947,14100,5869.36,763.0168,18.479278568964666
0 SEABOARD AVE NE,Single Family Residential,35.7888144,-78.6385962,315,618.5198,1603.3877,94500,39337.2,5113.836,18.479278568964666
958 NEPTUNE PL NW,Single Family Residential,33.779912,-84.506849,18,35.343987,1431.0778,5400,2247.84,292.2192,18.479278568964666
974 NEPTUNE PL NW,Single Family Residential,33.780268,-84.5071169,18,35.343987,1431.0778,5400,2247.84,292.2192,18.479278568964666
950 BOLTON RD 5-8,Single Family Residential,33.7812668,-84.4986006,137,269.00702,1665.6459,41100,17108.56,2224.1128000000003,18.479278568964666
0 HIGHLAND DR NE,Single Family Residential,33.8450923,-84.3688871,103,202.24615,1418.817,30900,12862.64,1672.1432,18.479278568964666
125 WILLIS MILL RD SW,Single Family Residential,33.750276,-84.46719329999999,1374,2697.9243,1545.7052,412200,171585.12,22306.0656,18.479278568964666
0 PEEPLES ST SW # REAR,Single Family Residential,33.7524861,-84.4205539,17,33.380432,1215.1503,5100,2122.96,275.9848,18.479278568964666
914 BOLTON RD NW 1-4 A,Single Family Residential,33.7802651,-84.49878129999999,125,245.44435,1534.2932,37500,15610,2029.3000000000002,18.479278568964666
1168 ARDEN AVE SW,Multi-Family Residential,33.716973,-84.426469,244,479.1074,1559.6334,73200,30470.72,3961.1936,18.479278568964666
0 LEE PL SW,Multi-Family Residential,33.629925,-84.5266514,65,127.631065,1444.2712,19500,8117.2,1055.236,18.479278568964666
0 MERCURY DR NW,Single Family Residential,33.7781896,-84.5089833,27,53.01598,907.48553,8100,3371.76,438.32880000000006,18.479278568964666
0 BOLTON RD NW,Single Family Residential,33.797655,-84.4890808,31,60.8702,1252.1256,9300,3871.28,503.26640000000003,18.479278568964666
0 OAKLAND DR SW,Multi-Family Residential,33.7236826,-84.4273897,42,82.46931,1586.0332,12600,5244.96,681.8448000000001,18.479278568964666
3700 M L KING JR DR SW,Single Family Residential,42.3196236,-87.8801514,18,35.343987,1426,5400,2247.84,292.2192,18.479278568964666
0 DEKALB AVE NE,Single Family Residential,40.6899907,-73.98265970000001,150,294.53323,1390.2689,45000,18732,2435.1600000000003,18.479278568964666
974 MERCURY DR NW,Single Family Residential,33.78076,-84.50809,19,37.30754,1028.7045,5700,2372.72,308.4536,18.479278568964666
1092 MERCURY DR NW,Single Family Residential,33.780115,-84.50549,30,58.906647,1273.8218,9000,3746.4,487.03200000000004,18.479278568964666
986 MERCURY DR NW,Single Family Residential,33.781111,-84.50776499999999,19,37.30754,1028.7045,5700,2372.72,308.4536,18.479278568964666
911 TILDEN ST NW,Single Family Residential,33.7798469,-84.42472699999999,44,86.396416,1419.6129,13200,5494.72,714.3136000000001,18.479278568964666
300 NORWOOD AVE NE,Single Family Residential,33.7613707,-84.3209297,33,64.79731,1277.6176,9900,4121.04,535.7352,18.47927856896467
0 MAYSON AVE NE,Single Family Residential,33.7534048,-84.33863199999999,22,43.198208,1259.3938,6600,2747.36,357.15680000000003,18.479278568964666
503 PEEPLES ST SW,Single Family Residential,33.7412206,-84.42091049999999,68,133.52173,1381.9891,20400,8491.84,1103.9392,18.479278568964666
0 ARDEN AVE SW,Multi-Family Residential,40.560657,-74.199665,901,1769.163,1453.2705,270300,112516.88,14627.1944,18.479278568964666
0 IVYDALE DR SW,Single Family Residential,33.6991913,-84.4716885,47,92.28708,1103.8429,14100,5869.36,763.0168,18.479278568964666
0 OAKCLIFF RD NW # REAR,Single Family Residential,33.7594937,-84.4948768,40,78.54219,1272.3856,12000,4995.2,649.376,18.47927856896467
0 WEST PEACHTREE ST NW,Single Family Residential,33.7787318,-84.3872895,78,153.15727,1375.9701,23400,9740.64,1266.2832,18.479278568964666
2020 ALISON CT SW # 5-8 B,Multi-Family Residential,33.7001009,-84.4538853,183,359.33054,1542.126,54900,22853.04,2970.8952000000004,18.479278568964666
0 CHATHAM WAY NW,Single Family Residential,41.5281893,-81.43878,31,60.8702,1405.432,9300,3871.28,503.26640000000003,18.479278568964666
0 ARDEN AVE SW,Multi-Family Residential,40.560657,-74.199665,901,1769.163,1453.2705,270300,112516.88,14627.1944,18.479278568964666
376 LELAND TER NE,Single Family Residential,33.7640303,-84.31394780000001,77,151.19373,1552.0543,23100,9615.76,1250.0488,18.479278568964666
952 MERCURY DR NW,Single Family Residential,33.780225,-84.50842899999999,19,37.30754,1028.7045,5700,2372.72,308.4536,18.479278568964666
1401 LEE ST SW,Multi-Family Residential,33.716785,-84.42576400000002,244,479.1074,1559.6334,73200,30470.72,3961.1936,18.479278568964666
0 OAKLAND DR SW,Multi-Family Residential,33.7236826,-84.4273897,42,82.46931,1586.0332,12600,5244.96,681.8448000000001,18.479278568964666
0 DELMAR LN NW,Single Family Residential,33.7560218,-84.4920718,39,76.578636,1526.8789,11700,4870.32,633.1416,18.479278568964666
0 BERNARD ST NW,Single Family Residential,33.7554445,-84.4314459,42,82.46931,1355.057,12600,5244.96,681.8448000000001,18.479278568964666
44 CHAPPELL RD NW,Single Family Residential,33.755647,-84.4339,27,53.01598,1385.9847,8100,3371.76,438.32880000000006,18.479278568964666
0 BURBANK DR NW,Single Family Residential,33.7547886,-84.42793209999999,45,88.35997,1481.712,13500,5619.6,730.5480000000001,18.479278568964666
1080 MERCURY DR NW,Single Family Residential,33.78054,-84.5054509,30,58.906647,1273.8218,9000,3746.4,487.03200000000004,18.479278568964666
1193 VAN BUREN ST SW,Multi-Family Residential,33.715355,-84.427252,60,117.81329,1122.7241,18000,7492.8,974.0640000000001,18.479278568964666
1433 LA FRANCE ST NE,Single Family Residential,33.7604037,-84.3404181,49,96.21419,1485.2246,14700,6119.12,795.4856,18.47927856896467
0 CHATHAM WAY NW,Single Family Residential,41.5281893,-81.43878,31,60.8702,1405.432,9300,3871.28,503.26640000000003,18.479278568964666
0 MERCURY DR NW,Single Family Residential,33.7781896,-84.5089833,27,53.01598,907.48553,8100,3371.76,438.32880000000006,18.479278568964666
0 CAMPBELLTON RD SW,Multi-Family Residential,33.695262,-84.524129,61,119.77685,1367.3949,18300,7617.68,990.2984,18.479278568964666
0 NILES AVE NW,Single Family Residential,33.7826753,-84.4257004,42,82.46931,1298.0887,12600,5244.96,681.8448000000001,18.479278568964666
973 MERCURY DR NW,Single Family Residential,33.780434,-84.507536,19,37.30754,1028.7045,5700,2372.72,308.4536,18.479278568964666
0 FAIRBURN RD NW,Single Family Residential,33.7595758,-84.5054191,88,172.79283,1625.1703,26400,10989.44,1428.6272000000001,18.479278568964666
1437 LA FRANCE ST NE,Single Family Residential,33.760499,-84.3402739,49,96.21419,1485.2246,14700,6119.12,795.4856,18.47927856896467
982 NEPTUNE PL NW,Single Family Residential,33.780465,-84.507246,19,37.30754,1028.7045,5700,2372.72,308.4536,18.479278568964666
1052 MERCURY DR NW,Single Family Residential,33.78141,-84.505461,50,98.17774,1605.1525,15000,6244,811.72,18.479278568964666
0 CANTERBURY RD NE,Single Family Residential,33.8282837,-84.3573724,44,86.396416,1633.1654,13200,5494.72,714.3136000000001,18.479278568964666
0 ROCKMART DR NW,Single Family Residential,33.7549496,-84.4293953,7,13.7448845,1162.0603,2100,874.16,113.6408,18.479278568964666
0 LEE PL SW,Multi-Family Residential,33.629925,-84.5266514,65,127.631065,1444.2712,19500,8117.2,1055.236,18.479278568964666
538 MARY ST SW,Single Family Residential,33.7291856,-84.4056136,5,9.817774,1444.5013,1500,624.4,81.172,18.47927856896467
0 NORTHSIDE DR SW,Multi-Family Residential,33.7540083,-84.40281929999999,148,290.6061,1453.899,44400,18482.24,2402.6912,18.479278568964666
0 ANTHONY ST NW,Multi-Family Residential,41.8400572,-71.051818,50,98.17774,1513.9237,15000,6244,811.72,18.479278568964666
0 LEE ST SW,Multi-Family Residential,33.7227913,-84.4225396,94,184.57416,1633.6853,28200,11738.72,1526.0336,18.479278568964666
1176 LEE PL SW,Multi-Family Residential,33.629925,-84.5266514,65,127.631065,1444.2712,19500,8117.2,1055.236,18.479278568964666
0 HABERSHAL DR NW,Single Family Residential,33.7891933,-84.4458967,45,88.35997,1599.6,13500,5619.6,730.5480000000001,18.479278568964666
1204 FOSTER PL NW,Single Family Residential,33.779864,-84.426537,22,43.198208,1467.9126,6600,2747.36,357.15680000000003,18.479278568964666
0 BOLTON RD NW,Single Family Residential,33.797655,-84.4890808,31,60.8702,1252.1256,9300,3871.28,503.26640000000003,18.479278568964666
0 MERCURY DR NW,Single Family Residential,33.7781896,-84.5089833,27,53.01598,907.48553,8100,3371.76,438.32880000000006,18.479278568964666
0 ARDEN AVE SW,Multi-Family Residential,40.560657,-74.199665,901,1769.163,1453.2705,270300,112516.88,14627.1944,18.479278568964666
1091 TUCKER AVE SW,Single Family Residential,33.724163,-84.423402,44,86.396416,1436.4133,13200,5494.72,714.3136000000001,18.479278568964666
1100 M L KING JR DR SW,Single Family Residential,42.3193668,-87.8458807,65,127.631065,1506,19500,8117.2,1055.236,18.479278568964666
0 KELLY ST SE,Single Family Residential,33.7424216,-84.3804951,26,51.052425,1452.2485,7800,3246.88,422.0944,18.479278568964666
0 SPRING LN NW,Single Family Residential,33.7555488,-84.43761669999999,20,39.271095,1079.8506,6000,2497.6,324.688,18.47927856896467
0 FOSTER PL NW,Single Family Residential,33.7797483,-84.427757,20,39.271095,1257.1563,6000,2497.6,324.688,18.47927856896467
